"year","month","flow","rain","temp"
1988,10,0.647741935483871,0.3,59.8064516129032
1988,11,9.89133333333333,4.46,54.6666666666667
1988,12,27.5290322580645,7.72,49.0322580645161
1989,1,12.7806451612903,1.36,48.5322580645161
1989,2,7.71428571428571,1.52,48.7857142857143
1989,3,131.390322580645,7,55.4032258064516
1989,4,13.0166666666667,0.72,58.9666666666667
1989,5,5.44193548387097,0.1,58.8387096774194
1989,6,1.97,0.02,63.4833333333333
1989,7,0.478387096774194,0,63.7258064516129
1989,8,0.403548387096774,0.07,61.9677419354839
1989,9,1.29866666666667,0.87,61.5666666666667
1989,10,8.48,2.19,59.2258064516129
1989,11,15.59,1.12,55.5
1989,12,9.63548387096774,0.05,52.1612903225806
1990,1,18.241935483871,2.64,50.3225806451613
1990,2,34.2428571428571,3.33,49.375
1990,3,13.5290322580645,2.65,53.0967741935484
1990,4,6.17333333333333,0.43,59.05
1990,5,16.258064516129,4.11,58.3387096774194
1990,6,5.51333333333333,0.03,63.3166666666667
1990,7,1.91612903225806,0,64.9516129032258
1990,8,0.753870967741936,0,65.258064516129
1990,9,0.943333333333333,0.21,64.0833333333333
1990,10,0.965806451612903,0.67,60.9354838709677
1990,11,1.36,0.47,54.5
1990,12,2.74193548387097,1.65,45.5806451612903
1991,1,2.5741935483871,0.81,49.6290322580645
1991,2,6.3,4.92,54.8928571428571
1991,3,114.609677419355,10.6,49.9193548387097
1991,4,16.63,0.8,54.8166666666667
1991,5,5.72258064516129,0.06,57.0967741935484
1991,6,3.20666666666667,0.26,59.55
1991,7,1.84516129032258,0.02,62.5967741935484
1991,8,1.06870967741935,0.04,65.4838709677419
1991,9,0.482,0.06,62.7166666666667
1991,10,2.04967741935484,2.26,61.241935483871
1991,11,1.89,1.51,55.9333333333333
1991,12,8.03548387096774,4.25,50.6935483870968
1992,1,10.3935483870968,3.19,50.5806451612903
1992,2,150.31724137931,11.1,55.5172413793103
1992,3,39.1612903225806,4.35,56.2258064516129
1992,4,14.03,0.28,61.1
1992,5,6.22903225806452,0,61.8548387096774
1992,6,2.68666666666667,0.55,62.8666666666667
1992,7,1.48354838709677,0,66.7096774193548
1992,8,0.169032258064516,0.02,65.258064516129
1992,9,0.107333333333333,0,63.8
1992,10,1.57645161290323,1.18,62.7903225806452
1992,11,2.21333333333333,0.23,55.9666666666667
1992,12,33.3032258064516,7.1,49.3870967741936
1993,1,337.741935483871,13.85,49.0161290322581
1993,2,164.392857142857,8.02,51
1993,3,65.741935483871,3.44,57.0967741935484
1993,4,28.3333333333333,1.37,57.45
1993,5,11.7451612903226,0.94,60.8387096774194
1993,6,9.84666666666667,0.56,63.9833333333333
1993,7,4.67096774193548,0,62.7741935483871
1993,8,2.11935483870968,0,64.9838709677419
1993,9,1.66333333333333,0,62.6333333333333
1993,10,2.65161290322581,0.61,62
1993,11,5.24,2.73,54.5166666666667
1993,12,13.5387096774194,4,50.8548387096774
1994,1,8.2,2.59,52.4516129032258
1994,2,56.6357142857143,8.18,50.2678571428571
1994,3,13.3322580645161,0.74,56.258064516129
1994,4,8.42666666666667,1.82,56.7166666666667
1994,5,6.90322580645161,1.98,58.6774193548387
1994,6,2.30333333333333,0,62
1994,7,1.24290322580645,0,60.8225806451613
1994,8,0.274838709677419,0,63.0806451612903
1994,9,0.058,0.06,63.4166666666667
1994,10,0.714838709677419,0.36,59.8225806451613
1994,11,10.91,4.88,49.5833333333333
1994,12,13.9677419354839,3.24,49.2096774193548
1995,1,381.645161290323,17.56,53
1995,2,59.0714285714286,0.47,56.125
1995,3,291.870967741935,8.49,54.0967741935484
1995,4,61.9666666666667,5.13,55.8666666666667
1995,5,62.2258064516129,1.34,57.3870967741936
1995,6,19.7666666666667,1.54,61.85
1995,7,10.9322580645161,0,65.8548387096774
1995,8,5.91290322580645,0,64.2903225806452
1995,9,5.04666666666667,0,64.1833333333333
1995,10,3.2,0,61.6774193548387
1995,11,3.57,0.19,58.4166666666667
1995,12,23.2032258064516,6.54,53.5161290322581
1996,1,104.61935483871,8.4,52.7258064516129
1996,2,288.51724137931,9.2,55.0344827586207
1996,3,163.612903225806,3.15,55.5161290322581
1996,4,43.3333333333333,1.58,58.9
1996,5,46.4193548387097,2.43,60.2741935483871
1996,6,19.1666666666667,0,62.1666666666667
1996,7,9.78387096774193,0,64.0161290322581
1996,8,5.45483870967742,0,63.2258064516129
1996,9,3.63,0,61.9666666666667
1996,10,5.60322580645161,2.44,59.9677419354839
1996,11,23.5733333333333,7.33,55.15
1996,12,265.387096774194,13.74,52.8225806451613
1997,1,436.935483870968,10.12,51.8387096774194
1997,2,71.8928571428571,0.29,53.4642857142857
1997,3,30.7096774193548,1.26,54.9354838709677
1997,4,19.2333333333333,0.7,58.4166666666667
1997,5,11.4548387096774,0.07,63.6290322580645
1997,6,8.43333333333333,0.19,62.0166666666667
1997,7,5.33548387096774,0,62.9677419354839
1997,8,3.68709677419355,0.45,66.5483870967742
1997,9,2.34333333333333,0.01,67.55
1997,10,3.49677419354839,0.47,60.9354838709677
1997,11,17.14,9.59,57.4166666666667
1997,12,24.241935483871,3.67,51.6129032258064
1998,1,192.774193548387,15.58,52.9354838709677
1998,2,515.25,18.63,51.4464285714286
1998,3,122.677419354839,4.68,54.6612903225806
1998,4,92.1,3.11,55.2833333333333
1998,5,50.1612903225806,3.87,56.9677419354839
1998,6,34.9333333333333,0.14,61.4166666666667
1998,7,17.8387096774194,0,63.6451612903226
1998,8,10.9032258064516,0,64.5
1998,9,9.13333333333333,0.08,63.3666666666667
1998,10,7.26129032258065,0.88,58.3064516129032
1998,11,17.4733333333333,5.3,53.1666666666667
1998,12,22.3548387096774,1.74,47.0322580645161
1999,1,123.612903225806,7.44,50.258064516129
1999,2,203.107142857143,10.66,49.6071428571429
1999,3,80.2903225806452,4.08,50.7096774193548
1999,4,69.5666666666667,2.97,54.3
1999,5,21.9032258064516,0.04,56.0967741935484
1999,6,13.7,0.34,58.3666666666667
1999,7,8.68709677419355,0,62.3064516129032
1999,8,6.44516129032258,0.02,63.5967741935484
1999,9,5.26666666666667,0.18,61.1666666666667
1999,10,4.24516129032258,0.29,60.6451612903226
1999,11,7.83666666666667,3.41,54.9
1999,12,5.90645161290323,0.77,50.8548387096774
2000,1,157.190322580645,11.86,50.9838709677419
2000,2,313.068965517241,14.06,53.0862068965517
2000,3,118.387096774194,2.41,54.0483870967742
2000,4,36.3666666666667,1.6,57.7
2000,5,21.0645161290323,1.27,60.7096774193548
2000,6,12.0133333333333,0.19,62.1333333333333
2000,7,8.03225806451613,0,61.4516129032258
2000,8,4.89677419354839,0.22,62.2741935483871
2000,9,5.89,0.31,63.3333333333333
2000,10,9.59354838709677,4.84,58.3387096774194
2000,11,7.56333333333333,1.28,50.7166666666667
2000,12,7.48709677419355,1.04,52.6612903225806
2001,1,29.4129032258065,5.92,48.9677419354839
2001,2,97.5357142857143,7,50.5
2001,3,76.0322580645161,3.29,55.3548387096774
2001,4,30.7,1.76,53.3166666666667
2001,5,12.741935483871,0,61.1129032258064
2001,6,5.11333333333333,0.1,62.45
2001,7,3.63870967741935,0,61.9677419354839
2001,8,2.43548387096774,0.02,62.4193548387097
2001,9,2.13666666666667,0.2,61.1833333333333
2001,10,2.51129032258065,0.7,59.5967741935484
2001,11,13.0836666666667,6.28,55.15
2001,12,81.8741935483871,11.07,50.3387096774194
2002,1,74.241935483871,3.73,47.258064516129
2002,2,30.3785714285714,2.28,52.5535714285714
2002,3,39.5741935483871,3.52,51.9838709677419
2002,4,18.52,0.35,55.2166666666667
2002,5,12.8229032258065,0.81,57.0483870967742
2002,6,7.19733333333333,0,61.5333333333333
2002,7,3.79774193548387,0.01,61.9193548387097
2002,8,2.94096774193548,0.04,62.2096774193548
2002,9,2.15966666666667,0,62.2833333333333
2002,10,2.38806451612903,0,58.6129032258064
2002,11,13.5323333333333,4.27,56.2333333333333
2002,12,191.206451612903,15.21,51.4193548387097
2003,1,68.0225806451613,1.85,55.5161290322581
2003,2,24.3321428571429,1.86,52.0892857142857
2003,3,26.5709677419355,1.47,54.5806451612903
2003,4,37.1166666666667,3.5,53.7166666666667
2003,5,35.6903225806452,0.9,59.1451612903226
2003,6,12.764,0.07,61.8
2003,7,5.6558064516129,0,63.1290322580645
2003,8,3.08709677419355,0.01,66.5
2003,9,1.85933333333333,0,64.9
2003,10,1.62161290322581,0.31,61.9838709677419
2003,11,6.95633333333333,3.38,53.1
2003,12,92.7783870967742,9.93,51.4193548387097
2004,1,77.5064516129032,3.27,49.7741935483871
2004,2,126.775862068966,5.64,51.2413793103448
2004,3,46.6612903225806,1.34,58.6935483870968
2004,4,17.8066666666667,0.43,57.6166666666667
2004,5,7.62677419354839,0.09,60.3548387096774
2004,6,4.145,0.01,62.05
2004,7,2.99451612903226,0.06,63.2903225806452
2004,8,2.13548387096774,0,64.5967741935484
2004,9,1.106,0.02,64.7
2004,10,7.15322580645161,5.8,59.0483870967742
2004,11,8.955,2.2,53.0833333333333
2004,12,104.33,10.28,51.4516129032258
2005,1,126.261290322581,5.98,50.758064516129
2005,2,95.7357142857143,6.26,54.3392857142857
2005,3,150.958064516129,7.65,56.0806451612903
2005,4,58.4833333333333,3.03,55.3333333333333
2005,5,34.0903225806452,1.34,60.1451612903226
2005,6,17.2033333333333,1.05,61.3333333333333
2005,7,10.0167741935484,0.01,63.4516129032258
2005,8,6.11032258064516,0.02,63.4193548387097
2005,9,4.635,0.01,61.25
2005,10,3.49451612903226,0.12,59.1935483870968
2005,11,5.41533333333333,1.86,57.4666666666667
2005,12,180.084193548387,12.62,52.1612903225806
2006,1,148.316129032258,6.37,50.7741935483871
2006,2,46.5,2.76,52.3214285714286
2006,3,234.322580645161,10.99,49.9354838709677
2006,4,273.793333333333,7,54.7166666666667
2006,5,45.5903225806452,0.78,59.8387096774194
2006,6,21.7533333333333,0,62.9166666666667
2006,7,12.4790322580645,0,65.2903225806452
2006,8,8.13709677419355,0,62.3548387096774
2006,9,6.42933333333333,0,61.4166666666667
2006,10,5.41387096774194,0.14,59.6290322580645
2006,11,6.86766666666667,3.26,54.8333333333333
2006,12,12.4896774193548,4.73,49.7258064516129
2007,1,8.32967741935484,0.8,47.5645161290323
2007,2,46.3728571428571,5.86,51.7142857142857
2007,3,20.3548387096774,0.33,55.4354838709677
2007,4,10.1373333333333,1.53,55.9666666666667
2007,5,6.60483870967742,0.55,58.2741935483871
2007,6,3.25833333333333,0,61.5166666666667
2007,7,2.20322580645161,0,64.2258064516129
2007,8,1.58838709677419,0.01,64.1451612903226
2007,9,1.66833333333333,0.38,62.9333333333333
2007,10,2.32064516129032,1.4,59.2096774193548
2007,11,2.996,0.54,55.0166666666667
2007,12,4.53354838709677,3.83,48.3548387096774
2008,1,100.094516129032,12.16,48.0806451612903
2008,2,84.5965517241379,6.1,50.9310344827586
2008,3,21.2903225806452,0.51,53.3225806451613
2008,4,8.98733333333333,0.48,55.5666666666667
2008,5,4.92483870967742,0,58.2903225806452
2008,6,2.64333333333333,0,62.3666666666667
2008,7,1.69806451612903,0.01,63.5645161290323
2008,8,1.04322580645161,0,63.7903225806452
2008,9,0.993666666666667,0.01,64.4666666666667
2008,10,2.11225806451613,0.8,61.7741935483871
2008,11,7.089,1.94,57.3666666666667
2008,12,8.66161290322581,3,48.5
2009,1,7.46096774193548,1.84,52.5322580645161
2009,2,147.874285714286,10.3,51.8214285714286
2009,3,80.4806451612903,2.07,53.3387096774194
2009,4,12.941,0.42,56.3666666666667
2009,5,9.60322580645161,1.67,59.0645161290323
2009,6,4.77333333333333,0,62.0833333333333
2009,7,2.54354838709677,0,63.9193548387097
2009,8,1.94645161290323,0.02,65.9193548387097
2009,9,1.06066666666667,0.36,65.6833333333333
2009,10,57.4438709677419,4.08,59.9838709677419
2009,11,5.19866666666667,0.19,54.5
2009,12,17.4429032258065,4.06,49.1774193548387
2010,1,114.867741935484,8.19,51.8064516129032
2010,2,107.378571428571,5.78,53.1607142857143
2010,3,72.9451612903226,3.17,53.7096774193548
2010,4,64.3366666666667,4.49,54.4166666666667
2010,5,23.9161290322581,0.74,57.758064516129
2010,6,11.3293333333333,0,62.6666666666667
2010,7,6.61,0.02,61.5161290322581
2010,8,4.40161290322581,0.03,62.8870967741936
2010,9,3.04366666666667,0.01,65.15
2010,10,5.35709677419355,3.16,60.0322580645161
2010,11,10.4133333333333,4.05,53.1
2010,12,142.032580645161,9.4,50.9354838709677
2011,1,54.0709677419355,2.17,51.5806451612903
2011,2,140.421428571429,5.75,49.9821428571429
2011,3,285.345161290323,10.87,54.2741935483871
2011,4,65.8433333333333,0.66,56.85
2011,5,30.958064516129,1.53,57.2903225806452
2011,6,33.2,2.35,60.3833333333333
2011,7,11.2374193548387,0.01,63.4516129032258
2011,8,6.73096774193548,0.06,62.4677419354839
2011,9,4.63466666666667,0.05,63.1833333333333
2011,10,7.5141935483871,2.63,62.0645161290323
2011,11,6.61166666666667,2.54,52.3666666666667
2011,12,5.44096774193548,0.13,48.7258064516129
2012,1,22.4270967741935,3.68,50.3870967741936
2012,2,8.80379310344828,0.94,52.8275862068966
2012,3,125.804516129032,7.38,53.758064516129
2012,4,56.4566666666667,3.1,56.8666666666667
2012,5,16.2064516129032,0.06,59.5967741935484
2012,6,8.106,0.19,62.1833333333333
2012,7,4.36870967741936,0.03,63.3064516129032
2012,8,2.33290322580645,0,64.7903225806452
2012,9,1.878,0.02,62.7833333333333
2012,10,2.71096774193548,0.53,62.6290322580645
2012,11,20.6516666666667,5.56,56.5
2012,12,196.038709677419,7.95,49.5806451612903
2013,1,36.5258064516129,0.9,49.1612903225806
2013,2,14.1785714285714,0.31,50.7321428571429
2013,3,11.3935483870968,1.45,57.1612903225806
2013,4,7.94933333333333,0.93,60.3833333333333
2013,5,4.27354838709677,0.02,63.0806451612903
2013,6,2.90133333333333,0.16,64.55
2013,7,1.53225806451613,0.03,65.0483870967742
2013,8,1.14774193548387,0,67.3709677419355
2013,9,0.515666666666667,0.19,67.2
2013,10,0.814193548387097,0.07,60
2013,11,1.54633333333333,0.72,56.0833333333333
2013,12,2.45612903225806,0.29,49.8709677419355
2014,1,1.88064516129032,0.05,55.6451612903226
2014,2,16.4882142857143,7.19,54.5
2014,3,16.3174193548387,3.76,58.9516129032258
2014,4,8.74566666666667,1.21,59.8166666666667
2014,5,2.17064516129032,0.04,64.4516129032258
2014,6,1.25533333333333,0.02,63.65
2014,7,0.593870967741935,0.13,67.8709677419355
2014,8,0.316774193548387,0,67.8548387096774
2014,9,0.623333333333333,0.92,66.8
2014,10,0.458064516129032,0.84,65.5967741935484
2014,11,2.84733333333333,3.83,56.7666666666667
2014,12,66.2477419354839,11.49,53.8064516129032
2015,1,7.43032258064516,0,55.4677419354839
2015,2,59.0107142857143,2.85,58.1071428571429
2015,3,9.48967741935484,0.51,60.741935483871
2015,4,8.31733333333333,1.98,59.65
2015,5,4.15838709677419,0.1,60.741935483871
2015,6,2.128,0.01,65.6666666666667
2015,7,1.01387096774194,0.03,69.7096774193548
2015,8,0.486774193548387,0.03,70.8548387096774
2015,9,0.301,0.03,68.7
2015,10,0.367741935483871,0.08,66.0645161290323
2015,11,1.679,4.42,53.5
2015,12,8.83483870967742,6.43,49.5645161290323
2016,1,104.674516129032,11.8,53.3064516129032
2016,2,19.1689655172414,1.03,57.9310344827586
2016,3,253.416129032258,7.65,56.9032258064516
2016,4,23.9733333333333,0.89,60.5666666666667
2016,5,10.7432258064516,0.25,60.5806451612903
2016,6,5.61633333333333,0,64.0333333333333
2016,7,2.42258064516129,0.01,63.4838709677419
2016,8,1.99935483870968,0.04,64.258064516129
2016,9,1.132,0.03,65.3333333333333
2016,10,28.1958064516129,4.89,62.3387096774194
2016,11,20.074,2.83,58.0166666666667
2016,12,138.974193548387,7.84,50.5161290322581
2017,1,665.077419354839,15.72,49.9838709677419
2017,2,626.535714285714,12.96,54
2017,3,161.058064516129,4.48,56.7
2017,4,119.986666666667,2,58
2017,5,41.2064516129032,2,58
2017,6,21.2566666666667,2,58
2017,7,12.2577419354839,0.02,63.5
2017,8,8.33935483870968,0.02,64.3709677419355
2017,9,6.33033333333333,0.06,70.1333333333333
2017,10,5.23935483870968,0.07,63.3225806451613
2017,11,12.6276666666667,2.75,58.7833333333333
2017,12,5.07806451612903,0.18,52.741935483871
2018,1,24.427037037037,5.29,54.8709677419355
